OCM_ID,Operator,OperatorWebsite,UsageType,Status,IsOperational,AddressLine1,AddressLine2,Town,StateOrProvince,Postcode,Country,Latitude,Longitude,Title,NumberOfPoints,ConnectorTypes,MaxPowerKW,AllConnectorPowersKW,ConnectionStatuses,DataProvider,DateLastStatusUpdate,DateLastVerified,SubmissionStatus
236574,Char.gy,https://char.gy,Public,Operational,True,36 Gladstone Street,,London,,SE1 6EY,GB,51.4973636,-0.104984,36 Gladstone Street,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Open Charge Map Contributors,2023-03-01T10:31:00Z,2023-03-01T10:31:00Z,Submission Published
236601,Char.gy,https://char.gy,Public,Operational,True,7 King's Bench Street,,London,,SE1 0QX,GB,51.5014645,-0.1015097,7 King's Bench Street,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Open Charge Map Contributors,2023-03-01T10:43:00Z,2023-03-01T10:43:00Z,Submission Published
252644,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,null,,London,,SW1V 2JR,GB,51.490996,-0.137362,Shell Recharge/Ubitricity,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:44:00Z,2023-05-04T09:44:00Z,Imported and Published
252576,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,o/s Wilkie House,,London,,SW1P 4EH,GB,51.49,-0.12994,o/s Wilkie House,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:44:00Z,2023-05-04T09:44:00Z,Imported and Published
264655,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,null,,London,,W1G 8YW,GB,51.519,-0.14875,Shell Recharge/Ubitricity,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:46:00Z,2023-05-04T09:46:00Z,Imported and Published
136152,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,Unknown,,Kennington Road,,London,,SE11 4UB,GB,51.494019,-0.109731,Kennington Road,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2021-04-25T05:46:00Z,2021-04-25T05:46:00Z,Imported and Published
95090,POD Point (UK),http://www.pod-point.com/,Public - Membership Required,Operational,True,Westminster,,London,,W1K 7EH,GB,51.51029,-0.155519,Upper Grosvenor Street,2.0,Type 2 (Socket Only),7.0,7,Operational,Open Charge Map Contributors,2024-05-17T05:20:00Z,2024-05-17T05:20:00Z,Submission Published
42800,Total Energies (UK),https://chargingservices.totalenergies.com/en/home/united-kingdom,Public - Membership Required,Operational,True,Hinde Street,City of Westminster,London,,W1U 3BJ,GB,51.5168983880498,-0.151432156562805,Hinde Street (on street),2.0,Type 1 (J1772); Type 2 (Socket Only),7.0,4; 7,Operational,Open Charge Map Contributors,2019-06-09T05:33:00Z,2019-06-09T05:33:00Z,Submission Published
253154,ESB Energy (UK),https://www.esbenergy.co.uk/ev,Public - Pay At Location,,,"2 Belgrave Square, Westminster, London SW1X 8PJ, United Kingdom",,Westminster,,SW1X 8PJ,GB,51.500074,-0.153404,"2 Belgrave Square, Westminster",,CHAdeMO; Type 2 (Tethered Connector) ; Type 2 (Tethered Connector) ,50.0,43; 50,Operational,UK National Charge Point Registry,2023-05-04T08:44:00Z,2023-05-04T08:44:00Z,Imported and Published
259172,Char.gy,https://char.gy,Public,Operational,True,22 Gladstone Street,,London,,SE1 6EY,GB,51.4974292,-0.1045648,22 Gladstone Street,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Open Charge Map Contributors,2023-05-27T06:12:00Z,2023-05-27T06:12:00Z,Submission Published
253784,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Membership Required,,,Manchester Square 3,,London,,W1U 3PB,GB,51.516527,-0.151946,Manchester Square 3,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-05T04:00:00Z,2023-05-05T04:00:00Z,Imported and Published
56978,BP Pulse (UK),https://www.bppulse.co.uk/,Public - Membership Required,Operational,True,135 Queen Victoria Street,City of London,London,,EC4V 4BQ,GB,51.511987,-0.1005,City of London Baynard House Car Park,10.0,Type 2 (Socket Only); Type 2 (Socket Only),7.0,4; 7,Operational,Open Charge Map Contributors,2019-03-09T06:33:00Z,2019-03-09T06:33:00Z,Submission Published
236983,Char.gy,https://char.gy,Public,Operational,True,Opposite 14 Colnbrook Street,,London,,SE1 6EZ,GB,51.4971968,-0.1047447,Opposite 14 Colnbrook Street,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Open Charge Map Contributors,2023-03-01T11:07:00Z,2023-03-01T11:07:00Z,Submission Published
252739,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,null,,London,,SW1V 1NP,GB,51.493,-0.1441,Shell Recharge/Ubitricity,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:45:00Z,2023-05-04T09:45:00Z,Imported and Published
136330,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,Whitfield St 143,,London,,W1T 5EN,GB,51.523691,-0.138698,Whitfield St 143,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-05T04:00:00Z,2023-05-05T04:00:00Z,Imported and Published
252677,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,Belgrave Road 79,,London,,SW1V 2BG,GB,51.491682,-0.140751,Belgrave Road 79,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-05T04:00:00Z,2023-05-05T04:00:00Z,Imported and Published
237257,Char.gy,https://char.gy,Public,Operational,True,Opposite 44 Loman Street,,London,,SE1 0EH,GB,51.5027536,-0.1003509,Opposite 44 Loman Street,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Open Charge Map Contributors,2023-03-01T11:12:00Z,2023-03-01T11:12:00Z,Submission Published
252634,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,null,,London,,SW1V 2DY,GB,51.490805,-0.137804,Shell Recharge/Ubitricity,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:44:00Z,2023-05-04T09:44:00Z,Imported and Published
253190,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,30 Wilton Crescent,,London,,W1X 8SA,GB,51.500606,-0.154117,30 Wilton Crescent,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-04T09:45:00Z,2023-05-04T09:45:00Z,Imported and Published
252669,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,Belgrave Rd 73,,London,,SW1V 2BG,GB,51.491452,-0.140274,Belgrave Rd 73,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-05T04:00:00Z,2023-05-05T04:00:00Z,Imported and Published
253946,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,Weymouth St 24,,London,,W1G 7BW,GB,51.520848,-0.146447,Weymouth St 24,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-05T04:00:00Z,2023-05-05T04:00:00Z,Imported and Published
256253,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,Operational,True,Portland Place,,London,,W1B 1QN,GB,51.521281,-0.145618,80 Portland Place,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Open Charge Map Contributors,2023-04-03T21:34:00Z,2023-04-03T21:34:00Z,Submission Published
253965,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,Operational,True,80 Portland Place ,,London,,W1B 1QN,GB,51.521281,-0.145618,80 Portland Place ,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Open Charge Map Contributors,2023-04-14T15:20:00Z,2023-04-14T15:20:00Z,Imported and Published
253978,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,opp.,,London,,W1W 5HA,GB,51.522,-0.14408,opp.,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:46:00Z,2023-05-04T09:46:00Z,Imported and Published
252632,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,Charlwood Pl 25,,London,,SW1V 2DZ,GB,51.490797,-0.138019,Charlwood Pl 25,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-05T04:00:00Z,2023-05-05T04:00:00Z,Imported and Published
264646,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,null,,London,,W1U 1QS,GB,51.516,-0.15286,Shell Recharge/Ubitricity,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:46:00Z,2023-05-04T09:46:00Z,Imported and Published
173464,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public,,,10-16 Elm Street,,London,,WC1X 0BJ,GB,51.522851,-0.113537,10-16 Elm Street,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-04T09:47:00Z,2023-05-04T09:47:00Z,Imported and Published
253796,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Membership Required,,,Manchester Square 25,,London,,W1U 3PY,GB,51.516821,-0.152165,Manchester Square 25,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-05T04:00:00Z,2023-05-05T04:00:00Z,Imported and Published
252547,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,4 Ponsonby Place,,London,,SW1P 4PT,GB,51.489559,-0.128965,4 Ponsonby Place,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-04T09:44:00Z,2023-05-04T09:44:00Z,Imported and Published
200437,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,outside Carmelita Centre,,London,,SE11 5JT,GB,51.49023,-0.119867,outside Carmelita Centre,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:44:00Z,2023-05-04T09:44:00Z,Imported and Published
236560,Char.gy,https://char.gy,Public,Operational,True,Gardiner House,,Lancaster Street,London,SE1 0AQ,GB,51.4994095,-0.1020998,Gardiner House,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Open Charge Map Contributors,2023-03-01T10:13:00Z,2023-03-01T10:13:00Z,Submission Published
252563,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,Rampayne St 4,,London,,SW1V 2QT,GB,51.489838,-0.133267,Rampayne St 4,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-05T04:00:00Z,2023-05-05T04:00:00Z,Imported and Published
254004,The GeniePoint Network ( EQUANS EV Solutions ),https://www.geniepoint.co.uk/,Public - Pay At Location,,,Carburton St,,London,,W1W 5EE,GB,51.52269,-0.14275,RegentsPark,,Type 2 (Socket Only); Type 2 (Socket Only),7.0,7,Operational,UK National Charge Point Registry,2023-05-04T08:45:00Z,2023-05-04T08:45:00Z,Imported and Published
252710,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,null,,London,,SW1V 1PJ,GB,51.492262,-0.14321,Shell Recharge/Ubitricity,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:45:00Z,2023-05-04T09:45:00Z,Imported and Published
236599,Char.gy,https://char.gy,Public,Operational,True,Opposite Mathieson Court,,King James Street,London,SE1 0RU,GB,51.499711,-0.1017869,Opposite Mathieson Court,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Open Charge Map Contributors,2023-03-01T10:42:00Z,2023-03-01T10:42:00Z,Submission Published
252575,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,null,,London,,SW1V 2QA,GB,51.49,-0.13492,Shell Recharge/Ubitricity,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:44:00Z,2023-05-04T09:44:00Z,Imported and Published
173432,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public,,,11a Fitzroy Square,,London,,W1T 6BU,GB,51.523643,-0.140151,11a Fitzroy Square,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-04T09:47:00Z,2023-05-04T09:47:00Z,Imported and Published
264621,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,null,,London,,SW1V 2DB,GB,51.491,-0.13977,Shell Recharge/Ubitricity,,Type 2 (Socket Only),4.8,4.8,Operational,UK National Charge Point Registry,2023-05-04T09:44:00Z,2023-05-04T09:44:00Z,Imported and Published
136170,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,Eaton Square 41,,London,,SW1W 9DH,GB,51.496095,-0.150377,Eaton Square 41,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-05T04:00:00Z,2023-05-05T04:00:00Z,Imported and Published
52745,BP Pulse (UK),https://www.bppulse.co.uk/,Public - Membership Required,Operational,True,Park Lane,,London,,W1K 7TY,GB,51.5093,-0.156662,"Q-Park Park Lane, London",34.0,Type 2 (Socket Only); BS1363 3 Pin 13 Amp; CCS (Type 2); Type 2 (Tethered Connector) ; CHAdeMO,50.0,3; 43; 50; 7,Operational,Open Charge Map Contributors,2023-04-03T16:55:00Z,2023-04-03T16:55:00Z,Submission Published
254019,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,Opp.,,London,,W1W 5BG,GB,51.523,-0.14245,Opp.,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:47:00Z,2023-05-04T09:47:00Z,Imported and Published
253781,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Membership Required,,,Manchester Square 8,,London,,W1U 3PJ,GB,51.516448,-0.152936,Manchester Square 8,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-05T04:00:00Z,2023-05-05T04:00:00Z,Imported and Published
236610,Char.gy,https://char.gy,Public,Operational,True,Opposite Gibbings House,,King James Street,London,SE1 0RU,GB,51.4999377,-0.1013051,Opposite Gibbings House,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Open Charge Map Contributors,2023-03-01T10:47:00Z,2023-03-01T10:47:00Z,Submission Published
264625,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,null,,London,,SW1W 9DU,GB,51.495,-0.14899,Shell Recharge/Ubitricity,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:45:00Z,2023-05-04T09:45:00Z,Imported and Published
252673,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,72A Warwick Way,,London,,SW1V 1RZ,GB,51.491579,-0.14196,72A Warwick Way,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-04T09:45:00Z,2023-05-04T09:45:00Z,Imported and Published
88548,Total Energies (UK),https://chargingservices.totalenergies.com/en/home/united-kingdom,Public - Membership Required,Operational,True,5 Belgrave Square,,LONDON,,SW1X 8PH,GB,51.4996880035,-0.154176028134,Belgrave Square 5,5.0,Type 2 (Socket Only); Type 1 (J1772),7.0,4; 7,Operational,Open Charge Map Contributors,2019-05-12T05:33:00Z,2019-05-12T05:33:00Z,Submission Published
252995,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,null,,London,,SW1X 8BS,GB,51.498,-0.15277,Shell Recharge/Ubitricity,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:45:00Z,2023-05-04T09:45:00Z,Imported and Published
286095,ChargePoint,http://www.chargepoint.net/,Public,Unknown,,Lynton House 7-12 Tavistock Square,,London,,WC1H 9LT,GB,51.52557,-0.127476,YPML LYNTON HOUSE 1,,Type 2 (Socket Only),22.0,22,Operational,UK National Charge Point Registry,2023-12-07T08:10:00Z,2023-12-07T08:10:00Z,Imported and Published
173454,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public,,,6 Endsleigh Street,,London,,WC1H 0EF,GB,51.525514,-0.130188,6 Endsleigh Street,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-04T09:47:00Z,2023-05-04T09:47:00Z,Imported and Published
253911,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,null,,London,,W1G 8SE,GB,51.519871,-0.149048,Shell Recharge/Ubitricity,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:46:00Z,2023-05-04T09:46:00Z,Imported and Published
236866,Char.gy,https://char.gy,Public,Operational,True,12 West Square,,London,,SE11 4SN,GB,51.4953065,-0.1059938,12 West Square,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Open Charge Map Contributors,2023-03-01T10:31:00Z,2023-03-01T10:31:00Z,Submission Published
256252,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,Operational,True,32 New Cavendish Street ,,London,,W1G 9UG,GB,51.518828,-0.150543,32 New Cavendish Street ,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Open Charge Map Contributors,2023-04-04T10:27:00Z,2023-04-04T10:27:00Z,Imported and Published
253882,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,Operational,True,32 New Cavendish Street ,,London,,W1G 9UG,GB,51.518828,-0.150543,32 New Cavendish Street ,1.0,Type 2 (Socket Only),3.7,3.7,Operational,Open Charge Map Contributors,2023-04-14T15:20:00Z,2023-04-14T15:20:00Z,Imported and Published
4440,(Unknown Operator),,,Operational,True,Queen Victoria Street,City of London,London,,EC4V 4BY,GB,51.518005,-0.103962,Baynard House Car Park,,,,,,Open Charge Map Contributors,2011-05-17T17:23:00Z,2011-05-17T17:23:00Z,Submission Published
250680,Char.gy,https://char.gy,Public,Operational,True,Opposite Can Mezzanine,,Loman Street,London,SE1 0EH,GB,51.5027795,-0.099451,Opposite Can Mezzanine,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Open Charge Map Contributors,2023-05-27T06:07:00Z,2023-05-27T06:07:00Z,Submission Published
252692,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,null,,London,,SW1V 1PJ,GB,51.492,-0.14352,Shell Recharge/Ubitricity,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:45:00Z,2023-05-04T09:45:00Z,Imported and Published
173428,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public,,,33a Conway Street,,London,,W1T 6BG,GB,51.52357,-0.141419,33a Conway Street,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-04T09:47:00Z,2023-05-04T09:47:00Z,Imported and Published
253986,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Membership Required,,,7 Devonshire St,,London,,W1W 5DY,GB,51.522169,-0.14507,7 Devonshire St,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-07-04T05:44:00Z,2023-07-04T05:44:00Z,Imported and Published
252540,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,Rampayne St 14,,London,,SW1V 2QS,GB,51.489474,-0.133546,Rampayne St 14,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-05T04:00:00Z,2023-05-05T04:00:00Z,Imported and Published
253570,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,null,,London,,W1K 7FT,GB,51.512,-0.15625,Shell Recharge/Ubitricity,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:46:00Z,2023-05-04T09:46:00Z,Imported and Published
264404,Char.gy,https://char.gy,Public,Operational,True,10 Godliman Street,,London,,EC4V 5AJ,GB,51.512804,-0.099706,London-Paris Ev Rally,1.0,Type 2 (Socket Only),2.3,2.3,Operational,Open Charge Map Contributors,2023-07-24T05:20:00Z,2023-07-24T05:20:00Z,Submission Published
264617,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,null,,London,,SW1V 2NB,GB,51.49,-0.13699,Shell Recharge/Ubitricity,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:44:00Z,2023-05-04T09:44:00Z,Imported and Published
4434,(Unknown Operator),,,Operational,True,Manchester Square,Westminster,London,,W1U 3PB,GB,51.517068,-0.152821,Manchester Square,,,,,,Open Charge Map Contributors,2011-05-17T17:23:00Z,2011-05-17T17:23:00Z,Submission Published
85816,POD Point (UK),http://www.pod-point.com/,"Private - For Staff, Visitors or Customers",Unknown,,Wilton Place,,London,,SW1X 7RL,GB,51.502002,-0.155974,The Berkeley,2.0,Type 2 (Socket Only),7.0,7,Unknown,Open Charge Map Contributors,2023-10-09T13:25:00Z,2023-10-09T13:25:00Z,Submission Published
250682,Char.gy,https://char.gy,Public,Operational,True,Libra House,,Great Suffolk Street,London,SE1 0BU,GB,51.5014696,-0.0998661,Libra House,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Open Charge Map Contributors,2023-05-27T06:10:00Z,2023-05-27T06:10:00Z,Submission Published
253787,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,Fitzhardinge St 18,,London,,W1H 6EQ,GB,51.516571,-0.153405,Fitzhardinge St 18,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-05T04:00:00Z,2023-05-05T04:00:00Z,Imported and Published
268071,Total Energies (UK),https://chargingservices.totalenergies.com/en/home/united-kingdom,Public,,,Gordon Street,,Camden Town,,WC1H 0AY,GB,51.525513,-0.132949,Gordon Street,,Type 2 (Socket Only),22.0,22,Operational,UK National Charge Point Registry,2023-12-07T08:10:00Z,2023-12-07T08:10:00Z,Imported and Published
252609,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,Denbigh St 48,,London,,SW1V 2EU,GB,51.490445,-0.139269,Denbigh St 48,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-05T04:00:00Z,2023-05-05T04:00:00Z,Imported and Published
254018,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,opp.,,London,,W1W 5AQ,GB,51.523,-0.14348,opp.,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:47:00Z,2023-05-04T09:47:00Z,Imported and Published
93738,Total Energies (UK),https://chargingservices.totalenergies.com/en/home/united-kingdom,Public - Membership Required,Operational,True,29 Doughty Street,,LONDON,,WC1N 2AA,GB,51.5246415446,-0.117358646832,Doughty Street,1.0,Type 2 (Socket Only); Type 1 (J1772),7.0,4; 7,Operational,Open Charge Map Contributors,2019-05-12T05:26:00Z,2019-05-12T05:26:00Z,Submission Published
46903,Total Energies (UK),https://chargingservices.totalenergies.com/en/home/united-kingdom,Public - Membership Required,Operational,True,33 Warren Street,Camden,London,,W1T 5NH,GB,51.5235198315238,-0.142149912303122,Warren Street,1.0,Type 2 (Socket Only); Type 1 (J1772),7.0,4; 7,Operational,Open Charge Map Contributors,2019-05-12T05:30:00Z,2019-05-12T05:30:00Z,Submission Published
236555,Char.gy,https://char.gy,Public,Operational,True,Opposite 65 Glasshill Street,,London,,SE1 0QR,GB,51.5009886,-0.1000336,Opposite 65 Glasshill Street,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Open Charge Map Contributors,2023-03-01T10:02:00Z,2023-03-01T10:02:00Z,Submission Published
252649,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,Warwick Square 10,,London,,SW1V 2EL,GB,51.491041,-0.141458,Warwick Square 10,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-05T04:00:00Z,2023-05-05T04:00:00Z,Imported and Published
254003,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,null,,London,,W1W 5HG,GB,51.522638,-0.1445,Shell Recharge/Ubitricity,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:47:00Z,2023-05-04T09:47:00Z,Imported and Published
236322,Char.gy,https://char.gy,Public,Operational,True,48 West Square,,London,,SW11 4SP,GB,51.4954718,-0.105136,48 West Square,1.0,Type 2 (Socket Only),5.1,5.1,Operational,Open Charge Map Contributors,2023-05-27T06:11:00Z,2023-05-27T06:11:00Z,Submission Published
252668,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,81B Warwick Way,,London,,SW1V 1QP,GB,51.491413,-0.142879,81B Warwick Way,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-04T09:45:00Z,2023-05-04T09:45:00Z,Imported and Published
252857,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,null,,London,,SW1W 9DF,GB,51.495711,-0.150918,Shell Recharge/Ubitricity,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:45:00Z,2023-05-04T09:45:00Z,Imported and Published
252596,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,Denbigh St 54,,London,,SW1V 2EU,GB,51.490236,-0.139105,Denbigh St 54,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-05-05T04:00:00Z,2023-05-05T04:00:00Z,Imported and Published
264616,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,null,,London,,SW1V 2NS,GB,51.49,-0.1382,Shell Recharge/Ubitricity,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:44:00Z,2023-05-04T09:44:00Z,Imported and Published
254072,BP Pulse (UK),https://www.bppulse.co.uk/,Public - Membership Required,,,Kings Cross,,London,,NW1 3AD,GB,51.52471828213939,-0.13860908297397145,(Taxis Only) West Bank,,CHAdeMO; CHAdeMO,50.0,50,Operational,Open Charge Map Contributors,2024-07-13T20:49:00Z,2024-07-13T20:49:00Z,Imported and Published
252896,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Membership Required,,,Eaton Square 98,,London,,SW1W 9AQ,GB,51.496439,-0.151927,Eaton Square 98,,Type 2 (Socket Only),3.7,3.7,Operational,UK National Charge Point Registry,2023-07-04T05:44:00Z,2023-07-04T05:44:00Z,Imported and Published
73314,POD Point (UK),http://www.pod-point.com/,"Private - For Staff, Visitors or Customers",Unknown,,2 King Edward Street,Temple,London,England,EC1M 1HQ,GB,51.516428,-0.101677,Bank of America Merrill Lynch,8.0,Type 2 (Socket Only),22.0,22,Unknown,Open Charge Map Contributors,2023-10-09T13:23:00Z,2023-10-09T13:23:00Z,Submission Published
252874,Shell Recharge Solutions (UK),https://shellrecharge.com/en-gb/solutions,Public - Pay At Location,,,null,,London,,SW1X 8LH,GB,51.495977,-0.151375,Shell Recharge/Ubitricity,,Type 2 (Socket Only),5.0,5,Operational,UK National Charge Point Registry,2023-05-04T09:45:00Z,2023-05-04T09:45:00Z,Imported and Published
