operator,status,is_operational,latitude,longitude,num_points,connector_types,max_power_kw,borough,borough_density_km2,uk_avg_util_pct,uk_avg_energy_kWh,priority_score,stations_per_borough,operational_flag,usage_Private - Restricted Access,usage_Privately Owned - Notice Required,usage_Public,usage_Public - Membership Required,usage_Public - Pay At Location,avg_power_per_connector,has_fast_charger,cluster
Shell Recharge Solutions (Uk),Not Operational,False,51.522638,-0.1445,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Char.Gy,Operational,True,51.4954718,-0.105136,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.491413,-0.142879,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.495711,-0.150918,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.490236,-0.139105,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.49,-0.1382,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Bp Pulse (Uk),Not Operational,False,51.52471828213939,-0.1386090829739714,1.0,CHAdeMO; CHAdeMO,50.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1747692012743593,7950,0,False,False,False,True,False,50.0,1,3
Shell Recharge Solutions (Uk),Not Operational,False,51.496439,-0.151927,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,True,False,3.7,0,1
Pod Point (Uk),Operational,True,51.516428,-0.101677,8.0,Type 2 (Socket Only),22.0,Islington,9318.948648648648,50.21666666666667,36.88102564102565,0.1561419172106931,117,1,False,False,False,False,False,22.0,1,3
Shell Recharge Solutions (Uk),Not Operational,False,51.495977,-0.151375,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Char.Gy,Operational,True,51.5026599,-0.0988858,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.492689,-0.109357,1.0,Type 2 (Socket Only),3.7,Lambeth,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,83,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.524426,-0.115426,1.0,Type 2 (Socket Only),3.7,Camden,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,177,0,False,False,True,False,False,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.521965,-0.146617,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,True,False,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.489986,-0.1169,1.0,Type 2 (Socket Only),3.7,Lambeth,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,83,0,False,False,False,False,True,3.7,0,1
Bp Pulse (Uk),Operational,True,51.5211089,-0.1073366,2.0,Type 2 (Socket Only); BS1363 3 Pin 13 Amp,4.0,Islington,9318.948648648648,50.21666666666667,36.88102564102565,0.1297836729545006,117,1,False,False,False,True,False,4.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.516442,-0.154128,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.498,-0.15385,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.490552,-0.14102,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.490299,-0.140177,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.491559,-0.144055,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.489815,-0.116886,1.0,Type 2 (Socket Only),3.7,Lambeth,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,83,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Operational,True,51.489102,-0.1353,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,1,False,False,False,False,True,3.7,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.495754,-0.151722,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.517508,-0.153473,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.520719,-0.149381,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Char.Gy,Operational,True,51.5034556,-0.0980719,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Bp Pulse (Uk),Operational,True,51.5015768560997,-0.0988179445266724,6.0,Type 2 (Socket Only),7.0,Southwark,14283.6,50.21666666666667,36.88102564102565,0.2308600618003884,530,1,True,False,False,False,False,7.0,0,2
Char.Gy,Operational,True,51.4999,-0.0997268,1.0,Type 2 (Socket Only),5.1,Southwark,14283.6,50.21666666666667,36.88102564102565,0.2220960675246396,530,1,False,False,True,False,False,5.1,0,2
Shell Recharge Solutions (Uk),Not Operational,False,51.48935,-0.137435,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.520192,-0.150435,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.495,-0.15101,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.496047,-0.152376,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,True,False,3.7,0,1
Bp Pulse (Uk),Operational,True,51.518017,-0.102353,6.0,Type 2 (Socket Only),4.0,Islington,9318.948648648648,50.21666666666667,36.88102564102565,0.1352631250092952,117,1,False,False,False,True,False,4.0,0,1
Esb Energy (Uk),Not Operational,False,51.49874,-0.1551,1.0,CHAdeMO; Type 2 (Tethered Connector),50.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1747692012743593,476,0,False,False,False,False,True,50.0,1,3
Shell Recharge Solutions (Uk),Not Operational,False,51.518387,-0.15286,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.496838,-0.153365,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Total Energies (Uk),Not Operational,False,51.488705,-0.134094,1.0,Type 1 (J1772); Type 2 (Socket Only),7.0,Westminster,13608.4,50.21666666666667,36.88102564102565,0.2114205772078624,476,0,False,False,False,True,False,7.0,0,2
Total Energies (Uk),Operational,True,51.5000835,-0.0994361,1.0,Type 2 (Socket Only); Type 1 (J1772),7.0,Lambeth,14283.6,50.21666666666667,36.88102564102565,0.2240107467318952,83,1,False,False,False,True,False,7.0,0,2
Total Energies (Uk),Operational,True,51.512731211,-0.157295046235,2.0,Type 2 (Socket Only); Type 1 (J1772),7.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1328068506501674,476,1,False,False,False,True,False,7.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.520128,-0.150757,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.489538,-0.138934,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.497258,-0.153919,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Independent Operator,Operational,True,51.500635,-0.156616,1.0,0,4.8,Westminster,13608.4,50.21666666666667,36.88102564102565,0.2092035802310401,476,1,False,False,True,False,False,4.8,0,2
Shell Recharge Solutions (Uk),Not Operational,False,51.495541,-0.152018,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.489,-0.13666,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Charge Your Car,Operational,True,51.49802,-0.15474,2.0,Type 2 (Socket Only),7.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1328068506501674,476,1,False,False,False,True,False,7.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.490102,-0.141431,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.491989,-0.10918,1.0,Type 2 (Socket Only),5.0,Lambeth,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,83,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.518,-0.15369,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Independent Operator,Not Operational,False,51.517784,-0.101669,1.0,0,4.8,Islington,3651.6,50.21666666666667,36.88102564102565,0.0235433315389644,117,0,False,False,True,False,False,4.8,0,1
Esb Energy (Uk),Operational,True,51.488440965380136,-0.1220246084318432,1.0,CHAdeMO; CCS (Type 2); Type 2 (Tethered Connector),50.0,Lambeth,9318.948648648648,50.21666666666667,36.88102564102565,0.1747692012743593,83,1,False,False,False,False,True,50.0,1,3
Chargemaster,Operational,True,51.505177,-0.096991,1.0,CHAdeMO; CCS (Type 2); Type 2 (Tethered Connector),50.0,Southwark,14283.6,50.21666666666667,36.88102564102565,0.2673429603697857,530,1,True,False,False,False,False,50.0,1,2
Shell Recharge Solutions (Uk),Not Operational,False,51.490789,-0.143675,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,True,False,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.489178,-0.117435,1.0,Type 2 (Socket Only),3.7,Lambeth,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,83,0,False,False,False,False,True,3.7,0,1
Bp Pulse (Uk),Operational,True,51.500301,-0.1567,5.0,BS1363 3 Pin 13 Amp; Type 2 (Socket Only); Type 2 (Tethered Connector) ; CCS (Type 2); CHAdeMO,50.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1802486533291538,476,1,False,False,False,True,False,50.0,1,3
Shell Recharge Solutions (Uk),Not Operational,False,51.492,-0.1466,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.49069,-0.14347,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Char.Gy,Operational,True,51.5004796,-0.0986661,1.0,Type 2 (Socket Only),5.1,Lambeth,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,83,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.490384,-0.142807,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.521287,-0.149635,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.495,-0.15191,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Pod Point (Uk),Operational,True,51.5243643,-0.11235095,13.0,Type 2 (Socket Only); Type 2 (Socket Only); Type 2 (Socket Only); Type 2 (Socket Only); Type 2 (Socket Only); Type 2 (Socket Only); Type 2 (Socket Only); Type 2 (Socket Only); Type 2 (Socket Only); Type 2 (Socket Only); Type 2 (Socket Only); Type 2 (Socket Only); Type 2 (Socket Only),7.0,Camden,9318.948648648648,50.21666666666667,36.88102564102565,0.1478753438008523,177,1,False,False,False,True,False,7.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.520808,-0.150589,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Char.Gy,Operational,True,51.5030116,-0.0972454,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.495507,-0.152678,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Pod Point (Uk),Operational,True,51.514208,-0.157273,1.0,Type 2 (Socket Only),7.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1314369876364688,476,1,False,False,False,True,False,7.0,0,1
Total Energies (Uk),Not Operational,False,51.51752,-0.154709,1.0,Type 2 (Socket Only),22.0,Westminster,13608.4,50.21666666666667,36.88102564102565,0.2265364656861963,476,0,False,False,True,False,False,22.0,1,2
Shell Recharge Solutions (Uk),Not Operational,False,51.489,-0.13869,1.0,Type 2 (Socket Only),4.8,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,476,0,False,False,False,False,True,4.8,0,1
Total Energies (Uk),Operational,True,51.5029325970916,-0.0971174240112305,1.0,Type 1 (J1772); Type 2 (Socket Only),7.0,Southwark,14283.6,50.21666666666667,36.88102564102565,0.2240107467318952,530,1,False,False,False,True,False,7.0,0,2
Connected Kerb,Not Operational,False,51.48903,-0.116632,1.0,Type 2 (Socket Only),7.0,Lambeth,14883.6,50.21666666666667,36.88102564102565,0.2351986935838201,83,0,False,False,False,False,True,7.0,0,2
Total Energies (Uk),Not Operational,False,51.526318,-0.119235,1.0,Type 2 (Socket Only),22.0,Camden,13988.4,50.21666666666667,36.88102564102565,0.2336221653590821,177,0,False,False,True,False,False,22.0,1,2
Char.Gy,Operational,True,51.4950264,-0.1032394,1.0,Type 2 (Socket Only),5.1,Lambeth,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,83,1,False,False,True,False,False,5.1,0,1
Independent Operator,Operational,True,51.519725,-0.152477,1.0,0,4.8,Westminster,13608.4,50.21666666666667,36.88102564102565,0.2092035802310401,476,1,False,False,True,False,False,4.8,0,2
Bp Pulse (Uk),Not Operational,False,51.499802,-0.157,1.0,CHAdeMO; CHAdeMO,50.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1747692012743593,476,0,False,False,False,True,False,50.0,1,3
Shell Recharge Solutions (Uk),Not Operational,False,51.518437,-0.154088,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.514889,-0.157174,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.488,-0.1338,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.522387,-0.148563,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Chargemaster,Operational,True,51.504978,-0.096245,1.0,CHAdeMO; CCS (Type 2); Type 2 (Tethered Connector),50.0,Southwark,14283.6,50.21666666666667,36.88102564102565,0.2673429603697857,530,1,True,False,False,False,False,50.0,1,2
Shell Recharge Solutions (Uk),Not Operational,False,51.490816,-0.110374,1.0,Type 2 (Socket Only),3.7,Lambeth,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,83,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.488081,-0.134934,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.489,-0.13966,1.0,Type 2 (Socket Only),4.8,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,476,0,False,False,False,False,True,4.8,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.515018,-0.157229,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.491,-0.14579,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.494395,-0.151925,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Esb Energy (Uk),Not Operational,False,51.524472,-0.144152,1.0,CHAdeMO; Type 2 (Tethered Connector) ; Type 2 (Tethered Connector),50.0,Camden,13988.4,50.21666666666667,36.88102564102565,0.2618384905186386,177,0,False,False,False,False,True,50.0,1,2
Shell Recharge Solutions (Uk),Not Operational,False,51.523106,-0.147377,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Bp Pulse (Uk),Not Operational,False,51.520638,-0.151649,1.0,Type 2 (Socket Only); Type 2 (Socket Only),22.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1465528761148027,476,0,False,False,False,True,False,22.0,1,3
Total Energies (Uk),Operational,True,51.520115,-0.103218,1.0,Type 2 (Socket Only); Type 1 (J1772),7.0,Islington,9318.948648648648,50.21666666666667,36.88102564102565,0.1314369876364688,117,1,False,False,False,True,False,7.0,0,1
Bp Pulse (Uk),Not Operational,False,51.499901,-0.157412,1.0,Type 2 (Socket Only); Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,True,False,3.7,0,1
Char.Gy,Operational,True,51.5015891,-0.0972228,1.0,Type 2 (Socket Only),5.1,Lambeth,14283.6,50.21666666666667,36.88102564102565,0.2220960675246396,83,1,False,False,True,False,False,5.1,0,2
Char.Gy,Operational,True,51.4945543,-0.1033423,1.0,Type 2 (Socket Only),5.1,Lambeth,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,83,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.52182,-0.149928,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Esb Energy (Uk),Not Operational,False,51.524895,-0.143177,1.0,CHAdeMO; Type 2 (Tethered Connector) ; Type 2 (Tethered Connector),50.0,Camden,13988.4,50.21666666666667,36.88102564102565,0.2618384905186386,177,0,False,False,False,False,True,50.0,1,2
Total Energies (Uk),Not Operational,False,51.527348,-0.126877,1.0,Type 2 (Socket Only),22.0,Camden,13988.4,50.21666666666667,36.88102564102565,0.2336221653590821,177,0,False,False,True,False,False,22.0,1,2
Bp Pulse (Uk),Not Operational,False,51.52113,-0.151084,1.0,Type 2 (Socket Only),7.0,Westminster,13608.4,50.21666666666667,36.88102564102565,0.2114205772078624,476,0,False,False,False,True,False,7.0,0,2
Shell Recharge Solutions (Uk),Not Operational,False,51.487741,-0.13372,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Char.Gy,Operational,True,51.49355,-0.104555,1.0,Type 2 (Socket Only),3.0,Lambeth,9318.948648648648,50.21666666666667,36.88102564102565,0.1274060840422464,83,1,False,False,True,False,False,3.0,0,1
Total Energies (Uk),Operational,True,51.518753,-0.101256,3.0,BS1363 3 Pin 13 Amp; Type 2 (Socket Only),7.0,Islington,9318.948648648648,50.21666666666667,36.88102564102565,0.134176713663866,117,1,False,False,False,True,False,7.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.494007,-0.15176,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.497989,-0.156272,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Bp Pulse (Uk),Operational,True,51.4953316,-0.1535748,4.0,BS1363 3 Pin 13 Amp; Type 2 (Socket Only),4.0,Westminster,13608.4,50.21666666666667,36.88102564102565,0.2125069885532915,476,1,False,False,False,True,False,4.0,0,2
Shell Recharge Solutions (Uk),Not Operational,False,51.49,-0.14399,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.497,-0.15551,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Total Energies (Uk),Operational,True,51.5271454796726,-0.134217739105225,6.0,Type 2 (Socket Only),7.0,Camden,13988.4,50.21666666666667,36.88102564102565,0.2253555919492413,177,1,False,False,False,True,False,7.0,0,2
Shell Recharge Solutions (Uk),Not Operational,False,51.489229,-0.141774,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Bp Pulse (Uk),Not Operational,False,51.519379,-0.101743,1.0,Type 2 (Socket Only); Type 2 (Socket Only),3.7,Islington,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,117,0,False,False,False,True,False,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.522135,-0.149921,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.489501,-0.112869,1.0,Type 2 (Socket Only),5.0,Lambeth,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,83,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.518266,-0.155109,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,True,False,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.488979,-0.141285,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Total Energies (Uk),Not Operational,False,51.52737,-0.122061,1.0,Type 2 (Socket Only),22.0,Camden,13988.4,50.21666666666667,36.88102564102565,0.2336221653590821,177,0,False,False,True,False,False,22.0,1,2
Shell Recharge Solutions (Uk),Not Operational,False,51.499741,-0.157997,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.496,-0.15485,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.517343,-0.156316,1.0,Type 2 (Socket Only),3.7,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,476,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.49344,-0.151635,1.0,Type 2 (Socket Only),5.0,Westminster,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,476,0,False,False,False,False,True,5.0,0,1
Total Energies (Uk),Operational,True,51.50182,-0.159349,1.0,Type 2 (Socket Only); Type 1 (J1772),7.0,Westminster,14738.6,50.21666666666667,36.88102564102565,0.2324949397612715,476,1,False,False,False,True,False,7.0,0,2
Drax Energy Solutions Limited,Not Operational,False,51.50577,-0.0951,1.0,Type 2 (Socket Only); Type 2 (Socket Only),22.0,Southwark,14283.6,50.21666666666667,36.88102564102565,0.2391266352102291,530,0,False,False,False,False,True,22.0,1,2
