operator,status,is_operational,latitude,longitude,num_points,connector_types,max_power_kw,borough,borough_density_km2,uk_avg_util_pct,uk_avg_energy_kWh,priority_score,stations_per_borough,operational_flag,usage_Private - Restricted Access,usage_Privately Owned - Notice Required,usage_Public,usage_Public - Membership Required,usage_Public - Pay At Location,avg_power_per_connector,has_fast_charger,cluster
Shell Recharge Solutions (Uk),Not Operational,False,51.550474,-0.040434,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.453869,-0.198638,1.0,Type 2 (Socket Only),3.7,Merton,6790.7,50.21666666666667,36.88102564102565,0.0809683063220155,71,0,False,False,False,False,True,3.7,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.506873,-0.239248,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.438396594810335,-0.1163476182291423,1.0,Type 2 (Socket Only),5.5,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1299253987886354,7950,0,False,False,False,False,True,5.5,0,1
Char.Gy,Operational,True,51.4588018,-0.048306,1.0,Type 2 (Socket Only),5.1,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,530,1,False,False,True,False,False,5.1,0,1
Char.Gy,Operational,True,51.4526337,-0.0593975,1.0,Type 2 (Socket Only); Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.450129,-0.190705,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.489808,-0.01996,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.512146,-0.239055,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Char.Gy,Operational,True,51.4592133,-0.0475738,1.0,Type 2 (Socket Only),5.1,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,530,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.524102,-0.019525,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.553379,-0.044176,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.462691,-0.213103,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Char.Gy,Operational,True,51.459546,-0.0470186,1.0,Type 2 (Socket Only),5.1,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,530,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Operational,True,51.550349,-0.21552,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,1,False,False,False,False,True,4.8,0,0
Char.Gy,Operational,True,51.538459,-0.0279574,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.509471,-0.239346,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.552318,-0.042639,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,1
Char.Gy,Operational,True,51.5767643,-0.1219405,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,0
Tesla (Tesla-Only Charging),Operational,True,51.5046219,-0.0162947,4.0,NACS / Tesla Supercharger,150.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.2796513801710145,7950,1,False,False,True,False,False,150.0,1,3
Char.Gy,Operational,True,51.4535616,-0.0573275,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.512943,-0.01652,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,1
Char.Gy,Operational,True,51.5138389,-0.0166349,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.50865,-0.239425,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,True,False,3.7,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.502422,-0.239174,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.503324,-0.23927,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,True,False,3.7,0,0
Char.Gy,Operational,True,51.4504192,-0.0638825,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.502647,-0.239214,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.546083,-0.034944,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.437885,-0.130164,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.490628,-0.236214,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Char.Gy,Operational,True,51.5118431,-0.0162833,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Char.Gy,Operational,True,51.4498164,-0.0651786,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.505126,-0.239493,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Char.Gy,Operational,True,51.4478873,-0.0699756,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Char.Gy,Operational,True,51.4495959,-0.0656666,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Surecharge (Fm Conway) (Uk),Operational,True,51.505835,-0.239545,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,1,False,False,False,True,False,4.8,0,0
Char.Gy,Operational,True,51.4600425,-0.0459446,1.0,Type 2 (Socket Only),5.1,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,530,1,False,False,True,False,False,5.1,0,1
Char.Gy,Operational,True,51.4533074,-0.0575194,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.509906,-0.239546,1.0,Type 2 (Socket Only),3.7,Hammersmith And Fulham,16513.2,50.21666666666667,36.88102564102565,0.2622596617684146,19,0,False,False,False,True,False,3.7,0,2
Shell Recharge Solutions (Uk),Not Operational,False,51.490108,-0.019508,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,1
Char.Gy,Operational,True,51.4500476,-0.0644803,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,1,False,False,True,False,False,4.8,0,1
Char.Gy,Operational,True,51.450224,-0.0640636,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Char.Gy,Operational,True,51.5769071,-0.1217295,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.43925365798931,-0.1049577014340985,1.0,Type 2 (Socket Only),5.5,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1299253987886354,7950,0,False,False,False,False,True,5.5,0,1
Char.Gy,Operational,True,51.5241723,-0.0192247,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Char.Gy,Operational,True,51.4544025,-0.0552498,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Char.Gy,Operational,True,51.4496243,-0.0653618,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Operational,True,51.535372,-0.23031,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,1,False,False,False,False,True,4.8,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.513005,-0.016255,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.501101,-0.239235,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Char.Gy,Operational,True,51.534164,-0.2311466,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.444321,-0.175378,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.46905,-0.221288,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.510662,-0.23969,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Char.Gy,Operational,True,51.4523596,-0.0590894,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Char.Gy,Operational,True,51.4569979,-0.0504505,1.0,Type 2 (Socket Only),5.1,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,530,1,False,False,True,False,False,5.1,0,1
Char.Gy,Operational,True,51.4481358,-0.0688274,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Believ,Not Operational,False,51.449652,-0.190538,1.0,Type 2 (Socket Only); Type 2 (Socket Only),22.0,Wandsworth,11826.7,50.21666666666667,36.88102564102565,0.1933138575094055,33,0,False,False,False,False,True,22.0,1,3
Shell Recharge Solutions (Uk),Not Operational,False,51.510711,-0.015861,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Operational,True,51.536857,-0.22942,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,1,False,False,False,False,True,4.8,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.490243,-0.019191,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.53151,-0.23302,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.462072,-0.042602,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,False,True,4.8,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.504601,-0.239824,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.461618,-0.212394,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Char.Gy,Operational,True,51.4568017,-0.0505939,1.0,Type 2 (Socket Only),5.1,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,530,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.531019,-0.022245,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.555502,-0.046484,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,1
Bp Pulse (Uk),Operational,True,51.504501,-0.015718,14.0,Type 2 (Socket Only),7.0,Tower Hamlets,21294.3,50.21666666666667,36.88102564102565,0.3725445309012934,29,1,False,False,False,True,False,7.0,0,2
Total Energies (Uk),Operational,True,51.4419,-0.166652,3.0,Type 2 (Socket Only); Type 1 (J1772); Type 2 (Socket Only); Type 1 (J1772),7.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.134176713663866,7950,1,False,False,False,True,False,7.0,0,0
Surecharge (Fm Conway) (Uk),Operational,True,51.505666,-0.23996,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,1,False,False,False,True,False,4.8,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.567388,-0.070323,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.530834,-0.022067,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.46961,-0.222146,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.439248,-0.152397,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.468865,-0.221377,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.439392,-0.15345,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,0
Char.Gy,Operational,True,51.4577644,-0.0488561,1.0,Type 2 (Socket Only),5.1,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,530,1,False,False,True,False,False,5.1,0,1
Char.Gy,Operational,True,51.4477213,-0.0694199,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Nan,Operational,True,51.472059,-0.030955,1.0,CHAdeMO; CCS (Type 2); Type 2 (Tethered Connector),50.0,Lewisham,11061.6,50.21666666666667,36.88102564102565,0.2072636857749492,20,1,False,False,False,False,True,50.0,1,3
Surecharge (Fm Conway) (Uk),Not Operational,False,51.501629,-0.239708,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Char.Gy,Operational,True,51.5342218,-0.2315385,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,0
Believ,Not Operational,False,51.513794,-0.239647,1.0,Type 2 (Socket Only); Type 2 (Socket Only),22.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1465528761148027,7950,0,False,False,False,False,True,22.0,1,3
Shell Recharge Solutions (Uk),Not Operational,False,51.556143,-0.047238,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.530575,-0.233806,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Char.Gy,Operational,True,51.5126534,-0.0157781,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.510094,-0.24006,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.512432,-0.239862,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.568389,-0.182816,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.49374,-0.23799,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.492797,-0.237693,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Shell Recharge Solutions (Uk),Operational,True,51.532476,-0.232774,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,1,False,False,False,False,True,5.0,0,0
Total Energies (Uk),Not Operational,False,51.5766,-0.111099,1.0,Type 2 (Socket Only),7.0,Haringey,11684.9,50.21666666666667,36.88102564102565,0.1755538842584,50,0,False,False,True,False,False,7.0,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.530598,-0.233899,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.447524,-0.185958,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,0
Char.Gy,Operational,True,51.5148627,-0.0159974,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.492342,-0.237598,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.463106,-0.214863,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.438938,-0.151419,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,0
Char.Gy,Operational,True,51.5162979,-0.0161914,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.461792,-0.213144,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Char.Gy,Operational,True,51.5341229,-0.2318474,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.468694,-0.221553,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.53096,-0.23381,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Char.Gy,Operational,True,51.4588119,-0.0467584,2.0,Type 2 (Socket Only),5.1,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1308921714429118,530,1,False,False,True,False,False,5.1,0,1
Char.Gy,Operational,True,51.4588119,-0.0467584,1.0,Type 2 (Socket Only),5.1,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,530,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.533503,-0.232298,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.463505,-0.040098,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,False,True,4.8,0,1
Pod Point (Uk),Operational,True,51.521895,-0.017612,2.0,Type 2 (Socket Only),22.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1479227391285013,7950,1,False,False,False,False,False,22.0,1,3
Char.Gy,Operational,True,51.4589755,-0.0464306,1.0,Type 2 (Socket Only),5.1,Southwark,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,530,1,False,False,True,False,False,5.1,0,1
Char.Gy,Operational,True,51.515937,-0.0160129,1.0,Type 2 (Socket Only),5.1,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1295223084292132,7950,1,False,False,True,False,False,5.1,0,1
Shell Recharge Solutions (Uk),Not Operational,False,51.455583,-0.203618,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.469293,-0.222311,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Surecharge (Fm Conway) (Uk),Not Operational,False,51.508167,-0.240461,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.454094,-0.200965,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,0
Total Energies (Uk),Operational,True,51.5068221,-0.2404697,4.0,Type 2 (Socket Only); Type 1 (J1772),7.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1355465766775647,7950,1,False,False,False,True,False,7.0,0,0
Esb Energy (Uk),Not Operational,False,51.576762,-0.144592,1.0,CHAdeMO; Type 2 (Tethered Connector),50.0,Haringey,11684.9,50.21666666666667,36.88102564102565,0.2188860978962905,50,0,False,False,False,False,True,50.0,1,3
Shell Recharge Solutions (Uk),Not Operational,False,51.469122,-0.222218,1.0,Type 2 (Socket Only),3.7,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1281114921712353,7950,0,False,False,False,False,True,3.7,0,0
Shell Recharge Solutions (Uk),Not Operational,False,51.554655,-0.044421,1.0,Type 2 (Socket Only),5.0,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1294215358393576,7950,0,False,False,False,False,True,5.0,0,1
Surecharge (Fm Conway) (Uk),Not Operational,False,51.507528,-0.240535,1.0,Type 2 (Socket Only),4.8,Outer London,9318.948648648648,50.21666666666667,36.88102564102565,0.1292199906596465,7950,0,False,False,False,True,False,4.8,0,0
